created_at;id_str;text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Mar 27 15:41:40 +0000 2022;1,51E+18;Apakah paket harian unlimited 2 dapat dipakai di seluruh wilayah Indonesia? @Telkomsel;0;1;0;0;in;1,45E+18;1,51E+18;lunecries;https://twitter.com/lunecries/status/1508106990664368130
Sun Mar 27 15:41:19 +0000 2022;1,51E+18;@mhrdxud @TelkomIndonesia @TelkomCare @Telkomsel cepu;0;1;0;0;in;1,26E+18;1,51E+18;FerdiWatanabe91;https://twitter.com/FerdiWatanabe91/status/1508106902508503055
Sun Mar 27 15:40:57 +0000 2022;1,51E+18;@frillalala @jokoanwar Kalau paketannya Telkomsel bjsa ditonton gratis di Disney+;0;0;0;0;in;118121791;1,26E+18;imajinasir;https://twitter.com/imajinasir/status/1508106808824500232
Sun Mar 27 15:37:23 +0000 2022;1,51E+18;@mrexcho Baik, Kak Eko. El infoin, jika nomor sudah lewat 59 hari dari masa tenggang maka nomor tersebut belum bisa diaktifkan kembali ya Kak. Makasih 😊-El;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508105912828903428
Sun Mar 27 15:36:22 +0000 2022;1,51E+18;@iqbalsamudera Hai, Kak Iqbal. Kami informasikan bahwa untuk nomor yang sudah hangus dan tidak digunakan akan dipasarkan kembali agar bisa digunakan pengguna baru ya Kak. Terima kasih 😊 -Deco;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508105657546772483
Sun Mar 27 15:34:44 +0000 2022;1,51E+18;@Telkomsel min apakah kartu hangus , nomernya di jual lagi ke orang lain?;0;1;0;0;in;80856146;1,51E+18;iqbalsamudera;https://twitter.com/iqbalsamudera/status/1508105243950649345
Sun Mar 27 15:34:39 +0000 2022;1,51E+18;@oksipbro Emg paling bener pke telkomsel;0;0;0;0;in;1,22E+18;1,51E+18;breyxtch;https://twitter.com/breyxtch/status/1508105222841053188
Sun Mar 27 15:32:58 +0000 2022;1,51E+18;@mutinyaa Hai, Kak Mutia. Maaf ya. Boleh diinfokan detail keluhannya melalui DM seperti apa Kak? Agar bisa kami bantu dengan solusi yang tepat dan privasi tetap terjaga ya. Tks 😊-El;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508104802253045763
Sun Mar 27 15:31:52 +0000 2022;1,51E+18;@ariyantowiwit @Telkomsel Kalo soal game, tergantung dengan server game itu sendiri setahu saya, ditambah lagi makin banyak player online jadi beban server nya makin berat  CMIIW;0;0;0;0;in;1,44E+18;1,51E+18;JOSI_ASLI;https://twitter.com/JOSI_ASLI/status/1508104524841758726
Sun Mar 27 15:30:05 +0000 2022;1,51E+18;@mrexcho Hai, Kak. Gea infoin utk reaktivasi nomor hangus, bisa secara mandiri melalui *888*89#. Pastikan nomor belum lewat 59 hari dari masa tenggang dan Kakak bisa pastikan KTP &amp  KK sesuai yang didaftarkan di nomor Kakak dan SIM Card yang ingin direaktivasi ya. Tks 😊-Gea;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508104075069456385
Sun Mar 27 15:29:32 +0000 2022;1,51E+18;Telkomsel jahanam;0;1;0;1;et;7,74E+17;1,51E+18;tsubaqie;https://twitter.com/tsubaqie/status/1508103937014267906
Sun Mar 27 15:28:53 +0000 2022;1,51E+18;@Telkomsel apakah kartu simpati yang sudah mati bisa di aktifkan lagi..;0;1;0;0;in;3160293416;1,51E+18;mrexcho;https://twitter.com/mrexcho/status/1508103772438163456
Sun Mar 27 15:27:27 +0000 2022;1,51E+18;ini telkomsel kenapa dah;0;0;0;0;in;156960055;1,51E+18;xputurax;https://twitter.com/xputurax/status/1508103414546591747
Sun Mar 27 15:26:36 +0000 2022;1,51E+18;@ikrartaa Adiknya Telkomsel 🙃;0;0;0;0;in;947627701;1,51E+18;Yaamasasetan;https://twitter.com/Yaamasasetan/status/1508103200561569792
Sun Mar 27 15:25:32 +0000 2022;1,51E+18;@ofckyungsoo Hai, Kak Gie. Maaf terkait kendala internet lambat. Yuk infokan no. HP, waktu kejadian dan detail lokasi (Kelurahan, Kecamatan dan Kota) via DM agar privasi terjaga. Terima kasih😊-Deco;0;4;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508102929043320834
Sun Mar 27 15:24:26 +0000 2022;1,51E+18;Telkomsel jelek bgt jaringannyaaaaaaaa;0;0;0;0;in;1,21E+18;1,51E+18;yourbymax;https://twitter.com/yourbymax/status/1508102652290560002
Sun Mar 27 15:23:35 +0000 2022;1,51E+18;@zulmi_ihya98 Hai. Kak. Maaf ya jadi terganggu internetannya. Yuk infokan nomor HP, tgl kejadian, lokasi(minimal sampai kelurahan) via DM ya. Agar dibantu cek dan privasi aman. Tks 😊-Gea;0;0;0;1;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508102439089553414
Sun Mar 27 15:22:38 +0000 2022;1,51E+18;@Telkomsel Bacot goblok sinyal lu benerin;0;1;0;1;in;8,47E+17;1,51E+18;zulmi_ihya98;https://twitter.com/zulmi_ihya98/status/1508102201087909896
Sun Mar 27 15:21:42 +0000 2022;1,51E+18;Telkomsel kenapa lagi nih? @Telkomsel;0;0;0;0;in;1,21E+18;1,51E+18;daunperilla;https://twitter.com/daunperilla/status/1508101964965371908
Sun Mar 27 15:19:30 +0000 2022;1,51E+18;@projectcuan Hai, Kak  . Maaf terkait Jaringan internet gk stabil, yuk DM dengan mencamtumkan nomor HP, tanggal kejadian, lokasi lengkap. Tks :)-Masfa;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508101412156473352
Sun Mar 27 15:18:35 +0000 2022;1,51E+18;@zulmi_ihya98 Hai, Kak Zulmi. Maaf ya utk kendala sinyal dan keluhan harga. Yuk infokan no. HP, waktu kejadian dan lokasi (Kelurahan, Kecamatan dan Kota) via DM agar privasi aman. Mengenai keluhan harga, saat ini Telkomsel sudah melakukan penyesuaian harga ya Kak. Tks😊-Deco;0;1;0;1;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508101183285575682
Sun Mar 27 15:18:09 +0000 2022;1,51E+18;paket telkomsel naik 2rb anjggg, pengaruh minyak goreng kah?;0;0;0;0;in;592664012;1,51E+18;jaedih_;https://twitter.com/jaedih_/status/1508101072274935816
Sun Mar 27 15:17:14 +0000 2022;1,51E+18;@yoyumihere @Telkomsel sabar;0;0;0;0;es;578031477;1,51E+18;rizkywij;https://twitter.com/rizkywij/status/1508100840975831044
Sun Mar 27 15:17:09 +0000 2022;1,51E+18;@xalcil Hai. Kak Mat. Maaf ya. Apakah yang Kakak maksud terkait gangguan sinyal, jika iya . Yuk infokan nomor HP, tgl kejadian, lokasi(minimal sampai kelurahan) via DM ya. Agar dibantu cek dan privasi aman. Tks 😊-Gea;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508100819349954562
Sun Mar 27 15:16:43 +0000 2022;1,51E+18;"Percuma lapor @Telkomsel gk ada guna iya doang kea orang dong ttp ae sinyal kea provider lain mahal doang kontol lah""";1;1;0;0;in;8,47E+17;1,51E+18;zulmi_ihya98;https://twitter.com/zulmi_ihya98/status/1508100712735019010
Sun Mar 27 15:15:10 +0000 2022;1,51E+18;@oneau7umnleaf Hai, Kak Dave. Maaf terkait kendala layanan kartuHalonya. Yuk interaksinya dilanjut ke DM agar kendala Kakak bisa segera terselesaikan. Terima kasih😊-Deco;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508100323365175296
Sun Mar 27 15:14:33 +0000 2022;1,51E+18;@awkaronnn Jangan2 gangguan nih telkomsel. Indihome juga jelek soalnya...;0;1;0;0;in;354324475;1,51E+18;utrimukti;https://twitter.com/utrimukti/status/1508100166284296194
Sun Mar 27 15:12:48 +0000 2022;1,51E+18;. Lelah adu argumen dengan @Telkomsel  Lesson learnednya adalah Jangan migrasi kartu halo ke paket corporate, supportnya mengecewakan.;0;1;0;0;in;87595419;1,51E+18;oneau7umnleaf;https://twitter.com/oneau7umnleaf/status/1508099727958548480
Sun Mar 27 15:11:08 +0000 2022;1,51E+18;@lischesee @korbanpaidoibu @convomfs @Telkomsel wkwkkw ga bakal di respon sih klo kata gue;0;0;0;0;in;1,24E+18;1,51E+18;impikur;https://twitter.com/impikur/status/1508099308440076288
Sun Mar 27 15:05:01 +0000 2022;1,51E+18;@korbanpaidoibu @saturnussummerr @convomfs @Telkomsel Ayo min @Telkomsel  gimana ini;0;1;0;0;in;3266934571;1,51E+18;lischesee;https://twitter.com/lischesee/status/1508097767125958660
Sun Mar 27 15:04:16 +0000 2022;1,51E+18;@TelkomselHalo. Hello knp ini sinyal telkomsel ilang2 terus sih...  tolong yaaa bantuannya;0;0;0;0;in;2886712027;1,51E+18;rahmad_yn;https://twitter.com/rahmad_yn/status/1508097579074351108
Sun Mar 27 15:03:50 +0000 2022;1,51E+18;@pinkgzy Hai, Kak. Maaf ya. Mengenai kendala akses internet lambat, yuk infoin nomor HP, tgl kejadian, lokasi(minimal sampai kelurahan) via DM. Agar dibantu cek &amp  privasi aman. Tks 😊-Rian;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508097470001446913
Sun Mar 27 15:03:40 +0000 2022;1,51E+18;Baru tau kalo paket combo TELKOMSEL dapat free Disney+. Kemana aja kak???!! 😏😏 https://t.co/oavQKkehZM;0;0;0;0;in;42361814;1,51E+18;tirtaaditya;https://twitter.com/tirtaaditya/status/1508097428582404099
Sun Mar 27 15:02:00 +0000 2022;1,51E+18;Baca ginian aja gw seneng. Cinta gw sama telkomsel walaupun paket datanya mahal gw tetep cinta😊 https://t.co/CjQnEQWHzq;0;0;0;0;in;1,28E+18;1,51E+18;Tsyyaarahma;https://twitter.com/Tsyyaarahma/status/1508097009085194245
Sun Mar 27 15:01:31 +0000 2022;1,51E+18;@venividifizi Maaf ya Kak Fizi. Terkait kendala menerima SMS spam, yuk infoin via DM data yang diminta sebelumnya agar Arie bantu tindak lanjuti. Arie tunggu di DM ya Kak. Tks :) -Arie;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096885814599685
Sun Mar 27 15:00:57 +0000 2022;1,51E+18;@R_Uranus69 Hai, Kak  Riski . Maaf ya atas keterlambatan responnya . DM segera di bales kok. Mohon menunggu interaksi selanjutnya ya. Makasih:)- Bimo;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096743527034883
Sun Mar 27 15:00:17 +0000 2022;1,51E+18;@venividifizi Hai, Kak Fizi. Maaf ya. Apabila Kakak dapat SMS oleh nomor tidak dikenal, Gea sarankan Kakak bisa melakukan pemblokiran secara mandiri nih. Semoga membantu 😊 -Gea;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096576316919811
Sun Mar 27 14:58:24 +0000 2022;1,51E+18;@venividifizi Aduh, pasti terganggu ya kak Fizi :( Agar bisa Arie tindak lanjuti, yuk infoin via DM nomor HP yang melaporkan dan yang dilaporkan, tgl kejadian, dan capture SMS-nya ya Kak. Tks :) -Arie;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096102058237964
Sun Mar 27 14:58:12 +0000 2022;1,51E+18;@Kensk8erboy Jika masih berkendala silakan lakukan cek fisik kartu di GraPARI terdekat. Terima kasih😊-Deco (2/2);0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096053819572224
Sun Mar 27 14:58:11 +0000 2022;1,51E+18;@R_Uranus69 lokasi lengkap (minimal sampai kelurahan). Jika ada 2 nomor lain di lokasi yg sama dengan kendala yg sama, bisa disertakan juga ya. Oh iya Kak, terkait keluhan Kakak mengenai harga, Telkomsel udah melakukan penyesuaian Kak. Tks :) -Arie (2/2);0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096049579143171
Sun Mar 27 14:58:07 +0000 2022;1,51E+18;@Kensk8erboy Hai, Kak Eko. Maaf terkait kendala akses internet lambat yg dialami. Silakan Kakak memindahkan jaringan ke operatori lain terlebih dahulu kemudian memindahkannya kembali ke jaringan Telkomsel dan pindahkan SIM card ke hp lain sbg perbandingan. (1/2);0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096029450665989
Sun Mar 27 14:58:03 +0000 2022;1,51E+18;@R_Uranus69 Hai Kak Riski. Mohon maaf ya jadi gak nyaman. Terkait kendala jaringan yang menyebabkan internet lambat, apa sudah berlangsung lama Kak? Arie akan segera tindak lanjuti kendalanya ya Kak. Silakan Kakak infoin via DM nomor HP, tgl kejadian, dan (1/2);0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508096012316917760
Sun Mar 27 14:55:56 +0000 2022;1,51E+18;Jangankan Balifiber, Telkomsel pun bosoknya minta ampun.;0;0;0;0;in;1,49E+18;1,51E+18;vwexcellent;https://twitter.com/vwexcellent/status/1508095481053818886
Sun Mar 27 14:55:03 +0000 2022;1,51E+18;Telkomsel kalo ujan kyk tahi;0;0;0;0;in;1,11E+18;1,51E+18;dencoq;https://twitter.com/dencoq/status/1508095261079646212
Sun Mar 27 14:54:34 +0000 2022;1,51E+18;@lischesee @saturnussummerr @convomfs Iya sama aku juga pake @Telkomsel selalu gitu. Kelakuan banget sii;0;1;0;0;in;1,09E+18;1,51E+18;korbanpaidoibu;https://twitter.com/korbanpaidoibu/status/1508095135506386945
Sun Mar 27 14:52:41 +0000 2022;1,51E+18;@lukmanyann Siap, segera meluncur buat cek DM Kakak. Ditunggu yaaa, Makasih :) -Gyan;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508094664012103681
Sun Mar 27 14:52:40 +0000 2022;1,51E+18;Tolong cek dm. kayanya belum mulai puasa, tapi sudah seminggu ini internet provider antum melatih kesabaran @byu_id @Telkomsel;0;2;0;0;in;835114338;1,51E+18;lukmanyann;https://twitter.com/lukmanyann/status/1508094659666788358
Sun Mar 27 14:52:21 +0000 2022;1,51E+18;@R_Uranus69 Siap, segera meluncur buat cek DM Kakak. Ditunggu yaaa, Makasih :) -Gyan;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508094578418929668
Sun Mar 27 14:51:47 +0000 2022;1,51E+18;@R_Uranus69 Hai Kak. Mohon maaf atas ketidaknyamanannya. Terkait kendalanya, yuk infoin melalui DM nomor HP, detail lokasi dan waktu kejadiannya biar Akyl cek lebih lanjut. Tks -Akyl;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508094437549023238
Sun Mar 27 14:51:46 +0000 2022;1,51E+18;@Telkomsel ini Telkomsel lagi down apa gimana ya min?? Quota banyak tapi sinyal lambat banget macam siput.  #telkomlambat;0;1;0;0;in;1,46E+18;1,51E+18;R_Uranus69;https://twitter.com/R_Uranus69/status/1508094433367310337
Sun Mar 27 14:51:35 +0000 2022;1,51E+18;@m_irrffan Asal beli paket Telkomsel masih ada include Disney+ nya gua ga masalah dah 😅;0;0;0;0;in;369309959;1,51E+18;AlifNurfikri;https://twitter.com/AlifNurfikri/status/1508094385061515264
Sun Mar 27 14:50:42 +0000 2022;1,51E+18;@behappyeveryd4y Siap, segera meluncur buat cek DM Kakak. Ditunggu yaaa, Makasih :) -Gyan;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508094165359689730
Sun Mar 27 14:49:55 +0000 2022;1,51E+18;@behappyeveryd4y Siap, segera meluncur buat cek DM Kakak. Ditunggu yaaa, Makasih :) -Gyan;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508093968096976902
Sun Mar 27 14:49:24 +0000 2022;1,51E+18;Saran paketan telkomsel yang langsung dapet disney hotstar please?;0;0;0;0;in;8,59E+17;1,51E+18;konscean;https://twitter.com/konscean/status/1508093837079879687
Sun Mar 27 14:49:21 +0000 2022;1,51E+18;@Telkomsel @DonnelJohnny Harga quota mahal jaringanya makin lama makin lambat;0;2;0;0;in;1,46E+18;1,51E+18;R_Uranus69;https://twitter.com/R_Uranus69/status/1508093826187272195
Sun Mar 27 14:46:08 +0000 2022;1,51E+18;@DonnelJohnny Namun tenang aja Kak, masih banyak paket murah lainnya di MyTelkomsel. Jangan lupa download aplikasi MyTelkomsel di Play Store dan App Store ya Kak. Untuk informasi lebih lanjut, yuk chat via DM agar Arie bisa bantu cek dan privasi terjaga. Makasih :) -Arie (2/2);0;2;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508093015641927682
Sun Mar 27 14:46:00 +0000 2022;1,51E+18;@DonnelJohnny Hai Kak Johnny. Maaf ya, terkait keluhan Kakak mengenai harga. Saat ini Telkomsel sudah melakukan penyesuaian. Penyesuaian tersebut merupakan salah satu upaya Telkomsel untuk tetap menjaga kualitas dan ketersediaan layanan data yang prima bagi pelanggan. (1/2);0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508092982364233730
Sun Mar 27 14:45:17 +0000 2022;1,51E+18;@anthoniuslucky Siap, segera meluncur buat cek DM Kakak. Ditunggu yaaa, Makasih :) -Gyan;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508092800499580932
Sun Mar 27 14:45:12 +0000 2022;1,51E+18;@dearelzbth Di rumah. Telkomsel juga lemot dinn ngeselin banget;0;0;0;0;in;1,26E+18;1,51E+18;isvggukie;https://twitter.com/isvggukie/status/1508092780010405900
Sun Mar 27 14:44:40 +0000 2022;1,51E+18;@ernesone7 Arie saranin Kakak isi pulsa atau beli paket data agar nomor Kakak kembali berada pada masa aktif dan bisa menikmati layanan Telkomsel lagi serta menghindari nomor Kakak jadi hangus. Untuk info lebih lanjut Kakak bisa chat via DM agar Arie bantu cek. Tks :) -Arie (2/2);0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508092644487925761
Sun Mar 27 14:44:34 +0000 2022;1,51E+18;@ernesone7 Hai Kak. Selama nomor Kakak dalam masa tenggang, Kakak tidak dapat mengakses internet, melakukan panggilan telepon, dan mengirim SMS. Namun, Kakak masih bisa menerima panggilan dan SMS ya Kak. Jika nomor Kakak berada dalam masa tenggang, (1/2);0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508092621020798983
Sun Mar 27 14:43:17 +0000 2022;1,51E+18;@NURHAKIM21 Hai Kak Nurhakim. Jika kartu Kakak ga terhubung dengan akun perbankan, Kakak bisa upgrade kartu ke 4G melalui GraPARI online https://t.co/znIN5Y2i3F . Untuk info lebih lanjut, silakan Kakak chat via DM ya agar Arie bantu cek. Tks :) -Arie;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508092295928721410
Sun Mar 27 14:41:50 +0000 2022;1,51E+18;@DonnelJohnny Hai. Kak. Terkait harga mahal saat ini Telkomsel sudah melakukan penyesuaian ya Kak. Kakak bisa cek paket promo yang gak kalah menariknya di dial *363# atau di aplikasi MyTelkomsel. Tks 😊-Gea;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508091933825986561
Sun Mar 27 14:40:40 +0000 2022;1,51E+18;@gunyalganyol Hai kak Nana, Ada yang bisa Gea bantu , jika ada masalah berhubungan dengan layanan Telkomsel silahkan DM kami, Terimakasih :)-Gea;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508091640434503682
Sun Mar 27 14:40:31 +0000 2022;1,51E+18;@HudoyoDimas Halo kak DImas,  Terimakasih atas apresiasinya dan kami mohon maaf jika pelayanan yang kami berikan kurang memuaskan, jika ada masalah berhubungan dengan layanan Telkomsel silahkan DM kami, Terimakasih :)-Masfa;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508091600085581824
Sun Mar 27 14:40:14 +0000 2022;1,51E+18;@okkutsumatt Baik, Kak. Mohon berkenan menunggu interaksi selanjutnya via DM ya. Makasih :) -Inara;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508091532460818435
Sun Mar 27 14:40:02 +0000 2022;1,51E+18;@Telkomsel maksud saya nomor saudara saya;0;0;0;0;in;84206249;1,51E+18;NURHAKIM21;https://twitter.com/NURHAKIM21/status/1508091478018752512
Sun Mar 27 14:39:28 +0000 2022;1,51E+18;@telkomsel saya ingin upgrade kartu 3g ke 4g secara online, gimana caranya?;0;2;0;0;in;84206249;1,51E+18;NURHAKIM21;https://twitter.com/NURHAKIM21/status/1508091337241133058
Sun Mar 27 14:39:07 +0000 2022;1,51E+18;@okkutsumatt Hai. Kak Mat. Maaf ya. Apakah yang Kakak maksud terkait gangguan sinyal, jika iya . Yuk infokan nomor HP, tgl kejadian, lokasi(minimal sampai kelurahan) via DM ya. Agar dibantu cek dan privasi aman. Tks 😊-Gea;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508091247445299201
Sun Mar 27 14:38:22 +0000 2022;1,51E+18;@afiyahfdh Biasa cari teman buat puasa, di anggap operator Telkomsel/ im3 yang sering ngingetin 😂;0;1;0;1;in;1,07E+18;1,51E+18;laliomah_sxo;https://twitter.com/laliomah_sxo/status/1508091061658288137
Sun Mar 27 14:36:50 +0000 2022;1,51E+18;ada yang tau kenapa telkomsel kalo hujan suka jelek jaringannya ?;0;0;0;0;in;1,31E+18;1,51E+18;cincausegar03;https://twitter.com/cincausegar03/status/1508090676767969281
Sun Mar 27 14:36:20 +0000 2022;1,51E+18;@darma4ward Hai Kak Darma. Kalo Kakak ada pertanyaan atau keluhan terkait produk dan layanan Telkomsel, yuk infoin via DM agar segera Arie bantu dengan solusi yang tepat. Makasih :) -Arie;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508090547386580997
Sun Mar 27 14:34:23 +0000 2022;1,51E+18;@myXLCare XL emang jauh sih kualitas jaringannya sama Telkomsel.. @Telkomsel emang udah next level..untung udah mulai beralih pelan2 dari Xlalu Lemot ini;0;2;0;0;in;1,20E+18;1,51E+18;HudoyoDimas;https://twitter.com/HudoyoDimas/status/1508090057525444612
Sun Mar 27 14:34:05 +0000 2022;1,51E+18;Min @Telkomsel sehat?;0;1;0;0;in;233796479;1,51E+18;wardhanzz;https://twitter.com/wardhanzz/status/1508089983705710595
Sun Mar 27 14:33:47 +0000 2022;1,51E+18;Ga telkomsel ga indosat dua2nya knp pada ga bisa dah disini;0;0;0;0;in;358615956;1,51E+18;eggoislyfe;https://twitter.com/eggoislyfe/status/1508089908640227329
Sun Mar 27 14:32:26 +0000 2022;1,51E+18;@jembermfs Telkomsel pra bayar;0;0;0;0;tr;1,41E+18;1,51E+18;saputangantoko;https://twitter.com/saputangantoko/status/1508089566359564291
Sun Mar 27 14:31:52 +0000 2022;1,51E+18;need vip wetv yg bisa payment pake pulsa telkomsel ada ngga?  #zonaba #zonauang;0;22;0;1;in;1,29E+18;1,51E+18;soonweo;https://twitter.com/soonweo/status/1508089426869911558
Sun Mar 27 14:30:16 +0000 2022;1,51E+18;wtb pulsa telkomsel #zonauang️ #zonabu #zonaba;1;4;1;0;nl;1,44E+18;1,51E+18;greyisjakey;https://twitter.com/greyisjakey/status/1508089022756708358
Sun Mar 27 14:30:06 +0000 2022;1,51E+18;@arohimgumilar Hai, Kak Abdul . Maaf terkait Sinyal internet gk stabil, yuk DM dengan mencamtumkan nomor HP, tanggal kejadian, lokasi lengkap. Tks :)-Masfa;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508088980826296324
Sun Mar 27 14:29:00 +0000 2022;1,51E+18;@hendrasider77 Hai, Kak Hendra. Maaf ya. Mengenai kendala sinyal, yuk infokan nomor HP, tgl kejadian, lokasi(minimal sampai kelurahan) via DM ya. Agar dibantu cek dan privasi aman. Tks 😊-Gea;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508088703901925381
Sun Mar 27 14:28:58 +0000 2022;1,51E+18;@yoyumihere Baik, Kak. Maaf ya. Mengenai tarif paket, saat ini sudah penyesuaian ya Kak. Mengenai kendala akses internet lambat, yuk konfirmasi kembali via DM ya Kak. Agar dibantu lebih lanjut &amp  privasi aman. Tks 😊-Rian;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508088695529873410
Sun Mar 27 14:27:07 +0000 2022;1,51E+18;Sinyal @Telkomsel jelek!!;0;1;0;0;in;1,47E+18;1,51E+18;hendrasider77;https://twitter.com/hendrasider77/status/1508088229827788805
Sun Mar 27 14:26:42 +0000 2022;1,51E+18;Telkomsel tuh ya sering banget kendalanya, jaringan lamban, bar sinyal lemah, kuota mahal, promo jarang. Tapi entah kenapa nomorku ke 3 nya itu @Telkomsel semua. Yaampun dasar aku;0;0;0;0;in;318290333;1,51E+18;RickieYahyaa;https://twitter.com/RickieYahyaa/status/1508088125700325376
Sun Mar 27 14:25:43 +0000 2022;1,51E+18;@iyeagre Baik, Kak Zeke. Maaf ya atas keterlambatan responnya. Rian lagi pastiin ga ada DM yang terlewatkan. DM Kakak segera dibalas kok. Mohon berkenan menunggu ya Kak. Makasih 😊-Rian;0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508087875929505799
Sun Mar 27 14:24:53 +0000 2022;1,51E+18;@nanangsetia Profil pelanggan dapat berubah sesuai dengan penggunaan pelanggan yg diperbarui secara berkala. Gunakan terus Telkomsel untuk penawaran menarik lainnya. Terima kasih😊-Deco (2/2);0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508087666549481481
Sun Mar 27 14:24:45 +0000 2022;1,51E+18;@nanangsetia Hai, Kak Nanang. Maaf ya Kak mengenai keluhan harga Combo Unlimited. Telkomsel selalu melakukan pembaruan penawaran paket pada waktu-waktu tertentu agar sesuai dengan profil pelanggan. (1/2);0;1;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508087633087369217
Sun Mar 27 14:24:38 +0000 2022;1,51E+18;@Neropang88 @UNSfess_ Telkomsel emang murah atau gimana??;0;1;0;0;in;1,24E+18;1,51E+18;andkcndrf;https://twitter.com/andkcndrf/status/1508087605677625345
Sun Mar 27 14:24:29 +0000 2022;1,51E+18;@ardhabillie Hai, Kak Ardha. Maaf ya. Apakah yang dimaksud mengenai kendala sinyal hilang, yuk infokan nomor HP, tgl kejadian, lokasi(minimal sampai kelurahan) via DM ya. Agar dibantu cek dan privasi aman. Tks 😊-Gea;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508087566372786180
Sun Mar 27 14:23:54 +0000 2022;1,51E+18;@RamadhanAnshori Aduh, maaf ya Kak Aan :( Kalo yang Kakak maksud terkait kendala jaringan yang menyebabkan internet lambat, yuk infoin via DM nomor HP, tgl kejadian, dan lokasi lengkap (minimal sampai kelurahan) ya Kak agar Arie bantu cek. Tks :) -Arie;0;0;0;0;in;255409050;1,51E+18;Telkomsel;https://twitter.com/Telkomsel/status/1508087421141155840
